numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
5000, 56, 41, 2, 2, 4533.25, 237.784
5000, 56, 41, 4, 4, 5275.85, 836.288
5000, 56, 41, 8, 8, 9626.98, 2391.69
5000, 56, 41, 16, 16, 18249.7, 5524.81
5000, 56, 41, 32, 32, 27339.1, 7598.85
5000, 56, 41, 64, 64, 41483, 10256.4
