numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
500, 56, 41, 2, 2, 284.1, 16.3414
500, 56, 41, 4, 2, 289.82, 13.0108
500, 56, 41, 8, 2, 294.18, 14.9986
500, 56, 41, 16, 2, 306.38, 15.8934
500, 56, 41, 32, 2, 333.97, 14.3453
500, 56, 41, 64, 2, 390.1, 15.8481
