numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
2500, 56, 41, 2, 2, 2000.49, 66.1233
2500, 56, 41, 4, 2, 2065.07, 52.9221
2500, 56, 41, 8, 2, 2093.51, 53.7082
2500, 56, 41, 16, 2, 2168.5, 62.0019
2500, 56, 41, 32, 2, 2309.63, 61.9563
2500, 56, 41, 64, 2, 2580.23, 87.4157
