numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
1000, 56, 41, 2, 2, 610.11, 47.8434
1000, 56, 41, 4, 4, 632.8, 77.053
1000, 56, 41, 8, 8, 968.47, 188.902
1000, 56, 41, 16, 16, 1496.45, 337.184
1000, 56, 41, 32, 32, 2277.1, 497.928
1000, 56, 41, 64, 64, 3140.26, 690.97
