numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
5000, 56, 41, 2, 2, 3734.25, 91.0823
5000, 56, 41, 4, 4, 3480.92, 75.4655
5000, 56, 41, 8, 8, 4322.13, 49.3447
5000, 56, 41, 16, 16, 6325.83, 78.2853
5000, 56, 41, 32, 32, 9154.71, 149.231
5000, 56, 41, 64, 64, 14837.4, 392.384
