numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
500, 56, 41, 2, 2, 214.7, 18.9025
500, 56, 41, 4, 4, 219.15, 18.8382
500, 56, 41, 8, 8, 275.55, 20.4887
500, 56, 41, 16, 16, 405.33, 25.6866
500, 56, 41, 32, 32, 587.13, 60.5167
500, 56, 41, 64, 64, 957.38, 143.617
