numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
500, 56, 41, 2, 2, 233.99, 19.2125
500, 56, 41, 4, 4, 273.96, 36.4556
500, 56, 41, 8, 8, 384.09, 73.2387
500, 56, 41, 16, 16, 536.73, 123.949
500, 56, 41, 32, 32, 709.83, 139.539
500, 56, 41, 64, 64, 1078.62, 201.028
