numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
7500, 56, 41, 2, 2, 5917.27, 79.4463
7500, 56, 41, 4, 4, 5624.27, 52.9644
7500, 56, 41, 8, 8, 6978.92, 66.0492
7500, 56, 41, 16, 16, 10079.8, 200.499
7500, 56, 41, 32, 32, 15013.1, 349.267
7500, 56, 41, 64, 64, 23442.9, 181.581
