numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
1000, 56, 41, 2, 2, 655.35, 31.0241
1000, 56, 41, 4, 2, 658.91, 30.5624
1000, 56, 41, 8, 2, 670.99, 32.7428
1000, 56, 41, 16, 2, 682.07, 30.7644
1000, 56, 41, 32, 2, 729.06, 29.5655
1000, 56, 41, 64, 2, 841.54, 28.9316
