numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
7500, 56, 41, 2, 2, 8039.03, 431.665
7500, 56, 41, 4, 4, 10163.4, 1256.27
7500, 56, 41, 8, 8, 17279.8, 3275.06
7500, 56, 41, 16, 16, 29769.9, 6477.69
7500, 56, 41, 32, 32, 46567.2, 9954.19
7500, 56, 41, 64, 64, 75792.5, 18018.8
