numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
2500, 56, 41, 2, 2, 1891.62, 115.866
2500, 56, 41, 4, 2, 1894.54, 107.225
2500, 56, 41, 8, 2, 2017.08, 120.247
2500, 56, 41, 16, 2, 2088.08, 137.972
2500, 56, 41, 32, 2, 2324.14, 125.439
2500, 56, 41, 64, 2, 2441.93, 134.364
