# Features: GaussianBlur GradientMagnitude Eigenvalue1 Eigenvalue2 Eigenvalue3 LaplacianOfGaussian GaussianCurvature FrobeniusNorm
# Scales: 0.6 0.85 1.2 1.7 2.4 3.39 4.8
-963.979,-952.323,-944.659,-938.731,-933.761,-929.388,-925.446,-921.812,-918.402,-915.161,-912.023,-908.979,-905.944,-902.968,-899.994,-897.02,-894.005,-890.965,-887.824,-884.629,-881.33,-877.873,-874.25,-870.444,-866.372,-862.032,-857.279,-852.148,-846.457,-840.042,-832.761,-824.283,-814.308,-802.001,-786.493,-766.045,-737.499,-695.611,-629.108,-456.415
7.42377,9.71854,11.4617,12.9744,14.3531,15.6588,16.913,18.1482,19.3643,20.5772,21.8146,23.0728,24.374,25.7046,27.0922,28.549,30.0772,31.7004,33.4449,35.3109,37.3104,39.505,41.9018,44.5377,47.4854,50.8393,54.6343,59.0653,64.2574,70.4194,77.7837,86.77,97.8162,111.239,127.154,145.079,164.328,186.796,225.374,317.154
-252.728,-167.035,-122.845,-97.9351,-81.5158,-69.419,-59.9721,-52.5735,-46.4862,-41.2531,-36.6206,-32.403,-28.3866,-24.3785,-19.9112,-13.0189,16.1427,20.6271,23.9745,26.9165,29.709,32.4381,35.1643,37.9902,40.9561,44.1013,47.4859,51.1708,55.2359,59.8319,65.0903,71.1924,78.2778,86.6283,96.4366,108.047,121.785,138.811,165.281,218.498
-129.871,-90.5025,-71.128,-58.7924,-50.1497,-43.7166,-38.6954,-34.6648,-31.3024,-28.4374,-25.9338,-23.6873,-21.6585,-19.7644,-18.0003,-16.302,-14.6418,-12.9693,-11.2179,-9.26223,-6.73918,3.65509,7.62388,9.86401,11.7237,13.4219,15.0732,16.7246,18.4051,20.1819,22.0891,24.1818,26.5219,29.1951,32.3429,36.2066,41.1802,48.0794,59.097,82.5667
-38.7717,-27.6754,-22.0396,-18.4031,-15.7732,-13.7215,-12.0336,-10.598,-9.35287,-8.2375,-7.2291,-6.29998,-5.4341,-4.62073,-3.83886,-3.09498,-2.37576,-1.67385,-0.980541,-0.305923,0.366248,1.04839,1.74266,2.45083,3.1779,3.93347,4.71332,5.53974,6.4251,7.37223,8.40743,9.54545,10.8351,12.329,14.0792,16.2525,19.0628,22.9284,28.9677,40.6015
-318.936,-199.722,-142.052,-108.044,-85.2857,-69.3655,-57.1867,-47.3099,-39.153,-32.1851,-26.037,-20.4912,-15.4334,-10.6976,-6.3163,-2.10184,1.92385,5.86279,9.74371,13.5612,17.356,21.1981,25.0632,29.0293,33.1281,37.3539,41.7919,46.4979,51.4743,56.8339,62.7527,69.3083,76.7139,85.2607,95.154,106.902,121.269,139.539,165.185,211.656
-740918,-302176,-156585,-92940.3,-60485.7,-41548,-29658,-21811.3,-16314.1,-12375.8,-9465.77,-7269.1,-5572.33,-4259.08,-3234.28,-2408.95,-1744.22,-1208.22,-777.626,-431.691,-155.516,48.9558,313.573,663.84,1116.53,1681.57,2393.1,3288.16,4418.56,5871.14,7771.13,10303.6,13725.3,18544.4,25583,36466.8,54989,90250.6,172072,473511
18.238,21.84,24.5736,26.8997,28.9874,30.9628,32.8646,34.7274,36.5561,38.3992,40.2718,42.1586,44.0948,46.0847,48.1519,50.3156,52.5699,54.9297,57.4141,60.0718,62.9105,65.963,69.2751,72.8711,76.7816,81.0687,85.7735,90.9302,96.6092,102.912,109.942,117.734,126.473,136.486,148.528,164.405,186.863,218.804,262.256,321.851
-953.97,-943.3,-936.294,-930.892,-926.297,-922.274,-918.631,-915.268,-912.076,-909.063,-906.155,-903.28,-900.465,-897.663,-894.881,-892.07,-889.228,-886.348,-883.405,-880.402,-877.309,-874.058,-870.673,-867.102,-863.341,-859.307,-854.969,-850.23,-845.057,-839.25,-832.698,-825.136,-816.332,-805.711,-792.654,-775.783,-752.752,-719.327,-657.88,-504.239
5.22356,6.84891,8.10021,9.1945,10.1954,11.1409,12.0611,12.9675,13.8677,14.7749,15.6988,16.6469,17.6291,18.6532,19.7156,20.8336,22.0122,23.2738,24.6301,26.0754,27.6432,29.368,31.2602,33.3589,35.73,38.4228,41.4582,44.9617,49.0241,53.8324,59.4633,66.0514,73.7597,82.6453,92.531,103.332,115.649,133.275,170.302,243.714
-162.814,-103.165,-71.8698,-55.1978,-44.9656,-37.891,-32.5023,-28.2283,-24.6305,-21.51,-18.6857,-15.9834,-13.2898,-10.1534,6.01379,10.0679,12.2255,14.003,15.614,17.1685,18.7172,20.2831,21.8934,23.5713,25.3532,27.2756,29.3471,31.6002,34.0868,36.8624,39.9464,43.473,47.3894,51.829,56.8815,62.7747,70.1596,81.3499,102.094,139.473
-83.7405,-56.5858,-43.04,-34.9437,-29.6033,-25.7379,-22.7877,-20.424,-18.4614,-16.7879,-15.3367,-14.0485,-12.8715,-11.7809,-10.7713,-9.80526,-8.87138,-7.94346,-7.00053,-6.00352,-4.87402,-3.34459,2.72708,4.5338,5.73752,6.77049,7.74745,8.70856,9.68645,10.7181,11.8126,13.0075,14.3499,15.8981,17.7174,19.9776,22.9626,27.1958,34.3472,50.7423
-21.7132,-15.2831,-12.1658,-10.189,-8.74231,-7.60009,-6.66723,-5.87115,-5.17517,-4.55202,-3.99063,-3.47063,-2.98599,-2.52836,-2.0933,-1.67765,-1.27389,-0.880163,-0.493211,-0.111623,0.269814,0.655999,1.04817,1.4488,1.86384,2.29384,2.74245,3.22366,3.73461,4.28945,4.89706,5.57384,6.347,7.25196,8.33751,9.68424,11.4439,13.8973,17.734,25.178
-193.208,-109.638,-75.2544,-56.4148,-43.9952,-35.0739,-28.1786,-22.617,-18.0829,-14.2597,-10.895,-7.88903,-5.19052,-2.69795,-0.377394,1.82084,3.92695,5.97324,7.98658,9.97643,11.9631,13.975,16.0211,18.114,20.2834,22.5383,24.9151,27.4375,30.1444,33.0936,36.3412,39.9312,43.9713,48.5219,53.7502,59.8394,67.3259,76.9557,91.5571,121.635
-166638,-62638.7,-30907.4,-17907.5,-11502.9,-7913.79,-5673.38,-4192.16,-3160.17,-2404.25,-1845.41,-1422.87,-1096.63,-841.569,-641.556,-480.639,-351.906,-248.97,-166.051,-99.0532,-46.0694,-5.16382,34.6465,92.5928,169.909,269.277,396.232,557.976,765.461,1034.89,1384.82,1853.78,2488.66,3388.16,4730.28,6878,10628.1,18484.1,39570.3,130190
10.1865,12.2503,13.8404,15.2061,16.456,17.6246,18.7752,19.8855,21.0011,22.117,23.2469,24.3994,25.5694,26.7677,28.013,29.3021,30.6577,32.0831,33.5804,35.1681,36.8562,38.6645,40.6025,42.676,44.9169,47.3375,49.9398,52.7882,55.8812,59.2893,63.0504,67.3626,72.4661,78.8816,87.5231,99.4095,115.956,138.644,168.527,208.178
-945.259,-935.333,-928.806,-923.64,-919.315,-915.489,-912.002,-908.821,-905.795,-902.892,-900.091,-897.365,-894.7,-892.062,-889.437,-886.799,-884.107,-881.387,-878.629,-875.822,-872.909,-869.888,-866.74,-863.491,-860.032,-856.362,-852.44,-848.165,-843.492,-838.341,-832.598,-826.115,-818.601,-809.693,-798.666,-784.611,-765.125,-735.144,-681.112,-553.201
3.6317,4.76593,5.6342,6.40091,7.10115,7.77272,8.42218,9.0609,9.69645,10.3405,11.0022,11.6771,12.3736,13.0894,13.8447,14.6448,15.4839,16.3811,17.3451,18.3853,19.5212,20.7664,22.1382,23.6467,25.3503,27.2747,29.4449,31.9264,34.7452,37.952,41.5806,45.6436,50.1719,55.1095,60.6257,67.0416,75.9785,91.4053,119.483,170.802
-92.7683,-57.5371,-39.4966,-29.6913,-23.7442,-19.6894,-16.645,-14.2477,-12.2361,-10.4569,-8.79061,-7.11313,-5.08743,4.00293,5.62964,6.69276,7.60195,8.43231,9.23639,10.0322,10.8364,11.6694,12.5349,13.4399,14.4127,15.4411,16.5411,17.7198,18.9937,20.3525,21.8111,23.3994,25.1339,27.0952,29.412,32.4388,36.9884,44.4715,56.905,78.749
