numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
1000, 56, 41, 4, 4, 653.29, 23.3516
1000, 56, 41, 8, 8, 850.28, 26.322
1000, 56, 41, 16, 16, 1208.02, 29.762
1000, 56, 41, 32, 32, 1916.85, 27.6111
1000, 56, 41, 64, 64, 3214.82, 112.124
