numSamples, numHistograms, histSize, k, branching, meanTime, stddevTime
500, 56, 41, 4, 4, 272.62, 12.7974
500, 56, 41, 8, 8, 362.73, 18.1408
500, 56, 41, 16, 16, 544.85, 15.8008
500, 56, 41, 32, 32, 786.29, 73.7068
500, 56, 41, 64, 64, 1361.81, 201.649
